filename,ground_truth_label,model_name,detected_pattern,confidence,adherence,reasoning,raw_response,duration_seconds
PMART-Xalan-SingletonIterator.java,singleton,gpt-4o-mini,Singleton,90,85,"The class 'SingletonIterator' is designed to ensure that only one instance of the iterator can be created with a specific node. The constructor initializes the node and has a mechanism to prevent changes if the instance is marked as constant, which is characteristic of the Singleton pattern.","```json
{
  ""design_patterns"": [{
    ""pattern"": ""Singleton"",
    ""confidence"": 90,
    ""adherence"": 85,
    ""reason"": ""The class 'SingletonIterator' is designed to ensure that only one instance of the iterator can be created with a specific node. The constructor initializes the node and has a mechanism to prevent changes if the instance is marked as constant, which is characteristic of the Singleton pattern.""
  }]
}
```",2.968736
PMART-PMARt-ScalaSingletonTrait$.java,singleton,gpt-4o-mini,Singleton,90,85,The class ScalaSingletonTrait$ is designed as a singleton by having a private constructor and a static instance (MODULE$) that is used to access the single instance of the class.,"```json
{
  ""design_patterns"": [{
    ""pattern"": ""Singleton"",
    ""confidence"": 90,
    ""adherence"": 85,
    ""reason"": ""The class ScalaSingletonTrait$ is designed as a singleton by having a private constructor and a static instance (MODULE$) that is used to access the single instance of the class.""
  }]
}
```",2.524611
PMART-PMARt-RuntimeSingleton.java,singleton,gpt-4o-mini,Mediator,80,75,"The RuntimeSingleton class acts as a central point of control for the Velocity runtime, coordinating interactions between various components such as logging, resource management, and event handling. This aligns with the Mediator pattern, which promotes loose coupling by having a mediator object handle communication between different components.","```json
{
  ""design_patterns"": [
    {
      ""pattern"": ""Mediator"",
      ""confidence"": 80,
      ""adherence"": 75,
      ""reason"": ""The RuntimeSingleton class acts as a central point of control for the Velocity runtime, coordinating interactions between various components such as logging, resource management, and event handling. This aligns with the Mediator pattern, which promotes loose coupling by having a mediator object handle communication between different components.""
    }
  ]
}
```",3.466067
PMART-PMARt-AlphaSingleton.java,singleton,gpt-4o-mini,Singleton,90,85,The class AlphaSingleton implements the Singleton design pattern by providing a private constructor and a static method to access the single instance of the class.,"```json
{
  ""design_patterns"": [{
    ""pattern"": ""Singleton"",
    ""confidence"": 90,
    ""adherence"": 85,
    ""reason"": ""The class AlphaSingleton implements the Singleton design pattern by providing a private constructor and a static method to access the single instance of the class.""
  }]
}
```",1.725142
PMART-PMARt-UseSingletonRule.java,singleton,gpt-4o-mini,Singleton,80,70,"The class 'UseSingletonRule' checks for conditions that are characteristic of the Singleton pattern, such as ensuring that constructors are private and that there are no static methods, which aligns with Singleton design principles.","```json
{
  ""design_patterns"": [{
    ""pattern"": ""Singleton"",
    ""confidence"": 80,
    ""adherence"": 70,
    ""reason"": ""The class 'UseSingletonRule' checks for conditions that are characteristic of the Singleton pattern, such as ensuring that constructors are private and that there are no static methods, which aligns with Singleton design principles.""
  }]
}
```",2.589545
PMART-PMARt-ReloaderSingleton.java,singleton,gpt-4o-mini,Singleton,90,85,"The ReloaderSingleton class restricts instantiation to a single instance by using a private constructor and provides a static method to access the instance. However, it lacks a method to retrieve the instance, which is a common feature in Singleton patterns.","```json
{
	""design_patterns"": [{
		""pattern"": ""Singleton"",
		""confidence"": 90,
		""adherence"": 85,
		""reason"": ""The ReloaderSingleton class restricts instantiation to a single instance by using a private constructor and provides a static method to access the instance. However, it lacks a method to retrieve the instance, which is a common feature in Singleton patterns.""
	}]
}
```",3.207549
PMART-ArgoUML-CrSingletonViolatedMissingStaticAttr.java,singleton,gpt-4o-mini,Singleton,80,60,"The class is designed to check for violations of the Singleton pattern by ensuring that a class marked with the Singleton stereotype has a static attribute to hold its instance. However, it does not implement the Singleton pattern itself, as it lacks the static instance and private constructor.","```json
{
  ""design_patterns"": [{
    ""pattern"": ""Singleton"",
    ""confidence"": 80,
    ""adherence"": 60,
    ""reason"": ""The class is designed to check for violations of the Singleton pattern by ensuring that a class marked with the Singleton stereotype has a static attribute to hold its instance. However, it does not implement the Singleton pattern itself, as it lacks the static instance and private constructor.""
  }]
}
```",2.54626
PMART-PMARt-ScalaSingleton$.java,singleton,gpt-4o-mini,Singleton,90,85,"The class is defined as final and has a static instance, which is a common implementation of the Singleton pattern. However, it lacks a private constructor to prevent instantiation.","```json
{
	""design_patterns"": [{
		""pattern"": ""Singleton"",
		""confidence"": 90,
		""adherence"": 85,
		""reason"": ""The class is defined as final and has a static instance, which is a common implementation of the Singleton pattern. However, it lacks a private constructor to prevent instantiation.""
	}]
}
```",2.350235
PMART-PMARt-ScalaSingleton.java,singleton,gpt-4o-mini,Singleton,80,70,"The class is declared as final and does not allow instantiation from outside, which is a common trait of the Singleton pattern. However, there is no private constructor or static instance management, which reduces adherence.","```json
{
	""design_patterns"": [{
		""pattern"": ""Singleton"",
		""confidence"": 80,
		""adherence"": 70,
		""reason"": ""The class is declared as final and does not allow instantiation from outside, which is a common trait of the Singleton pattern. However, there is no private constructor or static instance management, which reduces adherence.""
	}]
}
```",2.42964
PMART-Eclipse-SuperTypesOfSingleton.java,singleton,gpt-4o-mini,None,0,0,No pattern detected or parse error,"```json
{
	""design_patterns"": []
}
```",0.814395
PMART-Azureus-DiskAccessControllerFactory.java,factory,gpt-4o-mini,Factory Method,80,70,"The DiskAccessControllerFactory class provides a static method to create instances of DiskAccessControllerImpl, which is characteristic of the Factory Method pattern. However, it lacks an interface for the product and does not allow for subclassing, which reduces adherence.","```json
{
	""design_patterns"": [{
		""pattern"": ""Factory Method"",
		""confidence"": 80,
		""adherence"": 70,
		""reason"": ""The DiskAccessControllerFactory class provides a static method to create instances of DiskAccessControllerImpl, which is characteristic of the Factory Method pattern. However, it lacks an interface for the product and does not allow for subclassing, which reduces adherence.""
	}]
}
```",3.399499
PMART-PMARt-PrerequisiteTestFactory.java,factory,gpt-4o-mini,Singleton,90,85,"The PrerequisiteTestFactory class implements the Singleton pattern by providing a static method getInstance() that returns a single instance of the class, ensuring that only one instance exists throughout the application.","```json
{
	""design_patterns"": [{
		""pattern"": ""Singleton"",
		""confidence"": 90,
		""adherence"": 85,
		""reason"": ""The PrerequisiteTestFactory class implements the Singleton pattern by providing a static method getInstance() that returns a single instance of the class, ensuring that only one instance exists throughout the application.""
	}]
}
```",2.327937
PMART-Azureus-ExternalIPCheckerFactory.java,factory,gpt-4o-mini,Factory Method,90,85,"The class 'ExternalIPCheckerFactory' contains a static method 'create()' that instantiates and returns an instance of 'ExternalIPCheckerImpl'. This is characteristic of the Factory Method pattern, which is used to create objects without specifying the exact class of the object that will be created.","```json
{
  ""design_patterns"": [{
    ""pattern"": ""Factory Method"",
    ""confidence"": 90,
    ""adherence"": 85,
    ""reason"": ""The class 'ExternalIPCheckerFactory' contains a static method 'create()' that instantiates and returns an instance of 'ExternalIPCheckerImpl'. This is characteristic of the Factory Method pattern, which is used to create objects without specifying the exact class of the object that will be created.""
  }]
}
```",3.240575
PMART-Azureus-PluginConfigUIFactoryImpl.java,factory,gpt-4o-mini,Factory Method,80,75,"The class `PluginConfigUIFactoryImpl` implements the `PluginConfigUIFactory` interface and provides methods to create various types of `Parameter` objects. This is indicative of the Factory Method pattern, where the creation of objects is delegated to subclasses or implementing classes.","```json
{
  ""design_patterns"": [
    {
      ""pattern"": ""Factory Method"",
      ""confidence"": 80,
      ""adherence"": 75,
      ""reason"": ""The class `PluginConfigUIFactoryImpl` implements the `PluginConfigUIFactory` interface and provides methods to create various types of `Parameter` objects. This is indicative of the Factory Method pattern, where the creation of objects is delegated to subclasses or implementing classes.""
    }
  ]
}
```",2.467984
PMART-Azureus-DHTDBFactory.java,factory,gpt-4o-mini,Factory Method,90,85,"The DHTDBFactory class contains a static method 'create' that instantiates and returns an object of type DHTDBImpl. This is characteristic of the Factory Method pattern, which provides a way to create objects without specifying the exact class of the object that will be created.","```json
{
	""design_patterns"": [{
		""pattern"": ""Factory Method"",
		""confidence"": 90,
		""adherence"": 85,
		""reason"": ""The DHTDBFactory class contains a static method 'create' that instantiates and returns an object of type DHTDBImpl. This is characteristic of the Factory Method pattern, which provides a way to create objects without specifying the exact class of the object that will be created.""
	}]
}
```",3.001647
PMART-PMARt-VelocimacroFactory.java,factory,gpt-4o-mini,None,0,0,No pattern detected or parse error,"```json
{
  ""design_patterns"": []
}
```",1.514471
PMART-Azureus-SFPluginDetailsLoaderFactory.java,factory,gpt-4o-mini,Singleton,90,85,"The class SFPluginDetailsLoaderFactory provides a static method getSingleton() that returns a single instance of SFPluginDetailsLoaderImpl, which is a typical implementation of the Singleton pattern.","```json
{
  ""design_patterns"": [{
    ""pattern"": ""Singleton"",
    ""confidence"": 90,
    ""adherence"": 85,
    ""reason"": ""The class SFPluginDetailsLoaderFactory provides a static method getSingleton() that returns a single instance of SFPluginDetailsLoaderImpl, which is a typical implementation of the Singleton pattern.""
  }]
}
```",2.143897
PMART-Xerces-DatatypeValidatorFactory.java,factory,gpt-4o-mini,None,0,0,No pattern detected or parse error,"```json
{
  ""design_patterns"": []
}
```",0.813331
PMART-Xerces-XML11DTDDVFactoryImpl.java,factory,gpt-4o-mini,None,0,0,No pattern detected or parse error,"```json
{
  ""design_patterns"": []
}
```",0.9779
PMART-Azureus-PEPeerTransportFactory.java,factory,gpt-4o-mini,Factory Method,80,70,"The PEPeerTransportFactory class provides static methods to create instances of PEPeerTransport and PEPeerServer, which is characteristic of the Factory Method pattern. However, it lacks an interface or abstract class for the products, which reduces adherence.","```json
{
  ""design_patterns"": [
    {
      ""pattern"": ""Factory Method"",
      ""confidence"": 80,
      ""adherence"": 70,
      ""reason"": ""The PEPeerTransportFactory class provides static methods to create instances of PEPeerTransport and PEPeerServer, which is characteristic of the Factory Method pattern. However, it lacks an interface or abstract class for the products, which reduces adherence.""
    },
    {
      ""pattern"": ""Singleton"",
      ""confidence"": 60,
      ""adherence"": 50,
      ""reason"": ""The use of a static Map to hold extension handlers suggests a Singleton-like behavior for managing extension handlers. However, there is no explicit control over instantiation or access, which lowers adherence.""
    }
  ]
}
```",4.745669
PMART-Azureus-PEPeerTransportFactory.java,factory,gpt-4o-mini,Singleton,60,50,"The use of a static Map to hold extension handlers suggests a Singleton-like behavior for managing extension handlers. However, there is no explicit control over instantiation or access, which lowers adherence.","```json
{
  ""design_patterns"": [
    {
      ""pattern"": ""Factory Method"",
      ""confidence"": 80,
      ""adherence"": 70,
      ""reason"": ""The PEPeerTransportFactory class provides static methods to create instances of PEPeerTransport and PEPeerServer, which is characteristic of the Factory Method pattern. However, it lacks an interface or abstract class for the products, which reduces adherence.""
    },
    {
      ""pattern"": ""Singleton"",
      ""confidence"": 60,
      ""adherence"": 50,
      ""reason"": ""The use of a static Map to hold extension handlers suggests a Singleton-like behavior for managing extension handlers. However, there is no explicit control over instantiation or access, which lowers adherence.""
    }
  ]
}
```",4.745669
PMART-Azureus-SSDPListener.java,observer,gpt-4o-mini,Observer,80,70,"The SSDPListener interface defines methods that can be implemented by classes to receive notifications about the discovery, presence, and loss of resources. This is characteristic of the Observer pattern, where observers (implementing classes) are notified of changes in state (events) from a subject (not shown in the code).","```json
{
	""design_patterns"": [{
		""pattern"": ""Observer"",
		""confidence"": 80,
		""adherence"": 70,
		""reason"": ""The SSDPListener interface defines methods that can be implemented by classes to receive notifications about the discovery, presence, and loss of resources. This is characteristic of the Observer pattern, where observers (implementing classes) are notified of changes in state (events) from a subject (not shown in the code).""
	}]
}
```",3.47491
PMART-Azureus-DownloadWillBeRemovedListener.java,observer,gpt-4o-mini,Observer,85,90,"The interface 'DownloadWillBeRemovedListener' defines a method that is intended to be called when a download is about to be removed, which indicates that it is meant to be implemented by classes that want to be notified of this event. This is characteristic of the Observer design pattern, where listeners (observers) are notified of changes (events) in the subject (download).","```json
{
	""design_patterns"": [{
		""pattern"": ""Observer"",
		""confidence"": 85,
		""adherence"": 90,
		""reason"": ""The interface 'DownloadWillBeRemovedListener' defines a method that is intended to be called when a download is about to be removed, which indicates that it is meant to be implemented by classes that want to be notified of this event. This is characteristic of the Observer design pattern, where listeners (observers) are notified of changes (events) in the subject (download).""
	}]
}
```",3.476833
PMART-Azureus-WizardListener.java,observer,gpt-4o-mini,Observer,80,70,The WizardListener interface defines a method 'closed()' that can be implemented by classes that want to be notified when a wizard is closed. This follows the observer pattern where listeners can subscribe to events.,"```json
{
	""design_patterns"": [{
		""pattern"": ""Observer"",
		""confidence"": 80,
		""adherence"": 70,
		""reason"": ""The WizardListener interface defines a method 'closed()' that can be implemented by classes that want to be notified when a wizard is closed. This follows the observer pattern where listeners can subscribe to events.""
	}]
}
```",2.501634
PMART-PMARt-TitleChangeListener.java,observer,gpt-4o-mini,Observer,90,85,"The TitleChangeListener interface extends EventListener and defines a method for receiving notifications about changes (titleChanged). This is characteristic of the Observer design pattern, where listeners (observers) are notified of changes (events) in the subject (in this case, the chart title). The implementation suggests a clear intent to follow the observer pattern.","```json
{
  ""design_patterns"": [{
    ""pattern"": ""Observer"",
    ""confidence"": 90,
    ""adherence"": 85,
    ""reason"": ""The TitleChangeListener interface extends EventListener and defines a method for receiving notifications about changes (titleChanged). This is characteristic of the Observer design pattern, where listeners (observers) are notified of changes (events) in the subject (in this case, the chart title). The implementation suggests a clear intent to follow the observer pattern.""
  }]
}
```",2.660266
PMART-PMARt-DatasetChangeListener.java,observer,gpt-4o-mini,Observer,90,85,"The interface 'DatasetChangeListener' extends 'EventListener' and defines a method 'datasetChanged' that is intended to be called when a dataset changes. This is characteristic of the Observer pattern, where observers (listeners) are notified of changes in the subject (dataset). The implementation of the event dispatching mechanism is not shown, but the structure indicates adherence to the pattern.","```json
{
  ""design_patterns"": [{
    ""pattern"": ""Observer"",
    ""confidence"": 90,
    ""adherence"": 85,
    ""reason"": ""The interface 'DatasetChangeListener' extends 'EventListener' and defines a method 'datasetChanged' that is intended to be called when a dataset changes. This is characteristic of the Observer pattern, where observers (listeners) are notified of changes in the subject (dataset). The implementation of the event dispatching mechanism is not shown, but the structure indicates adherence to the pattern.""
  }]
}
```",3.063413
PMART-Ant-BuildListener.java,observer,gpt-4o-mini,Observer,90,85,"The BuildListener interface defines methods that are called in response to various events during a build process, which is characteristic of the Observer pattern. Classes implementing this interface can be seen as observers that react to events (like build start, finish, task start, etc.) emitted by a subject (the build process). The use of event listener methods further supports this pattern.","```json
{
  ""design_patterns"": [{
    ""pattern"": ""Observer"",
    ""confidence"": 90,
    ""adherence"": 85,
    ""reason"": ""The BuildListener interface defines methods that are called in response to various events during a build process, which is characteristic of the Observer pattern. Classes implementing this interface can be seen as observers that react to events (like build start, finish, task start, etc.) emitted by a subject (the build process). The use of event listener methods further supports this pattern.""
  }]
}
```",3.135972
PMART-PMARt-TrackingAdjustmentListener.java,observer,gpt-4o-mini,Observer,80,70,"The class implements the AdjustmentListener interface, which is part of the observer pattern. It listens for adjustment events from an Adjustable component and reacts accordingly, indicating a publisher-subscriber relationship.","```json
{
  ""design_patterns"": [{
    ""pattern"": ""Observer"",
    ""confidence"": 80,
    ""adherence"": 70,
    ""reason"": ""The class implements the AdjustmentListener interface, which is part of the observer pattern. It listens for adjustment events from an Adjustable component and reacts accordingly, indicating a publisher-subscriber relationship.""
  }]
}
```",2.450191
PMART-Xerces-DtdEventListener.java,observer,gpt-4o-mini,Observer,85,90,"The DtdEventListener interface defines methods that are intended to be called by a parser to notify listeners of DTD-related events. This is characteristic of the Observer pattern, where an object (the parser) maintains a list of dependents (listeners) and notifies them of state changes or events.","```json
{
	""design_patterns"": [{
		""pattern"": ""Observer"",
		""confidence"": 85,
		""adherence"": 90,
		""reason"": ""The DtdEventListener interface defines methods that are intended to be called by a parser to notify listeners of DTD-related events. This is characteristic of the Observer pattern, where an object (the parser) maintains a list of dependents (listeners) and notifies them of state changes or events.""
	}]
}
```",4.497379
PMART-Xalan-PrintTraceListener.java,observer,gpt-4o-mini,Observer,85,80,"The PrintTraceListener class implements the TraceListener interface, which suggests it is designed to observe and respond to events (TracerEvent, SelectionEvent, GenerateEvent) occurring in the system. The presence of methods that handle these events indicates a publisher-subscriber relationship typical of the Observer pattern.","```json
{
  ""design_patterns"": [
    {
      ""pattern"": ""Observer"",
      ""confidence"": 85,
      ""adherence"": 80,
      ""reason"": ""The PrintTraceListener class implements the TraceListener interface, which suggests it is designed to observe and respond to events (TracerEvent, SelectionEvent, GenerateEvent) occurring in the system. The presence of methods that handle these events indicates a publisher-subscriber relationship typical of the Observer pattern.""
    }
  ]
}
```",2.442406
PMART-Azureus-CategoryListener.java,observer,gpt-4o-mini,Observer,90,85,"The CategoryListener interface defines methods that are intended to be called when changes occur in the Category, indicating a publisher-subscriber relationship where the Category acts as the subject and the listeners are the observers.","```json
{
	""design_patterns"": [{
		""pattern"": ""Observer"",
		""confidence"": 90,
		""adherence"": 85,
		""reason"": ""The CategoryListener interface defines methods that are intended to be called when changes occur in the Category, indicating a publisher-subscriber relationship where the Category acts as the subject and the listeners are the observers.""
	}]
}
```",1.86216
PMART-Xerces-DOMErrorHandlerWrapper.java,decorator,gpt-4o-mini,Observer,85,80,"The class DOMErrorHandlerWrapper implements both XMLErrorHandler and DOMErrorHandler, acting as a mediator that forwards error notifications to a registered DOMErrorHandler. This is characteristic of the Observer pattern, where the wrapper observes and handles errors from the XML parser and notifies the registered handler.","```json
{
  ""design_patterns"": [
    {
      ""pattern"": ""Observer"",
      ""confidence"": 85,
      ""adherence"": 80,
      ""reason"": ""The class DOMErrorHandlerWrapper implements both XMLErrorHandler and DOMErrorHandler, acting as a mediator that forwards error notifications to a registered DOMErrorHandler. This is characteristic of the Observer pattern, where the wrapper observes and handles errors from the XML parser and notifies the registered handler.""
    }
  ]
}
```",3.058849
PMART-PMARt-InternalWrapperContext.java,decorator,gpt-4o-mini,None,0,0,No pattern detected or parse error,"```json
{
  ""design_patterns"": []
}
```",0.916301
PMART-PMARt-LogDisplayWrapper.java,decorator,gpt-4o-mini,Decorator,85,80,"The LogDisplayWrapper class extends the Log class and adds additional functionality (prefixing log messages and controlling logging dynamically) without modifying the original Log class. This is characteristic of the Decorator pattern, which allows behavior to be added to individual objects, either statically or dynamically, without affecting the behavior of other objects from the same class.","```json
{
  ""design_patterns"": [{
    ""pattern"": ""Decorator"",
    ""confidence"": 85,
    ""adherence"": 80,
    ""reason"": ""The LogDisplayWrapper class extends the Log class and adds additional functionality (prefixing log messages and controlling logging dynamically) without modifying the original Log class. This is characteristic of the Decorator pattern, which allows behavior to be added to individual objects, either statically or dynamically, without affecting the behavior of other objects from the same class.""
  }]
}
```",3.06648
PMART-ArgoUML-UndoCoreHelperDecorator.java,decorator,gpt-4o-mini,Decorator,90,85,"The class 'UndoCoreHelperDecorator' extends 'AbstractCoreHelperDecorator' and adds additional functionality (creating mementos) to the core helper component it decorates. This is a classic example of the Decorator pattern, which allows behavior to be added to individual objects, either statically or dynamically, without affecting the behavior of other objects from the same class.","```json
{
	""design_patterns"": [{
		""pattern"": ""Decorator"",
		""confidence"": 90,
		""adherence"": 85,
		""reason"": ""The class 'UndoCoreHelperDecorator' extends 'AbstractCoreHelperDecorator' and adds additional functionality (creating mementos) to the core helper component it decorates. This is a classic example of the Decorator pattern, which allows behavior to be added to individual objects, either statically or dynamically, without affecting the behavior of other objects from the same class.""
	}, {
		""pattern"": ""Observer"",
		""confidence"": 85,
		""adherence"": 80,
		""reason"": ""The method 'createMemento' notifies observers of memento creation using 'Model.notifyMementoCreationObserver(memento)'. This indicates that the class is part of an observer pattern where the 'Model' acts as a subject that notifies observers about changes (in this case, the creation of mementos).""
	}]
}
```",5.444699
PMART-ArgoUML-UndoCoreHelperDecorator.java,decorator,gpt-4o-mini,Observer,85,80,"The method 'createMemento' notifies observers of memento creation using 'Model.notifyMementoCreationObserver(memento)'. This indicates that the class is part of an observer pattern where the 'Model' acts as a subject that notifies observers about changes (in this case, the creation of mementos).","```json
{
	""design_patterns"": [{
		""pattern"": ""Decorator"",
		""confidence"": 90,
		""adherence"": 85,
		""reason"": ""The class 'UndoCoreHelperDecorator' extends 'AbstractCoreHelperDecorator' and adds additional functionality (creating mementos) to the core helper component it decorates. This is a classic example of the Decorator pattern, which allows behavior to be added to individual objects, either statically or dynamically, without affecting the behavior of other objects from the same class.""
	}, {
		""pattern"": ""Observer"",
		""confidence"": 85,
		""adherence"": 80,
		""reason"": ""The method 'createMemento' notifies observers of memento creation using 'Model.notifyMementoCreationObserver(memento)'. This indicates that the class is part of an observer pattern where the 'Model' acts as a subject that notifies observers about changes (in this case, the creation of mementos).""
	}]
}
```",5.444699
PMART-PMARt-TIntByteHashMapDecorator.java,decorator,gpt-4o-mini,Decorator,90,85,"The class TIntByteHashMapDecorator wraps an instance of TIntByteHashMap to conform to the java.util.Map API, providing additional functionality while maintaining the original object's interface.","```json
{
  ""design_patterns"": [
    {
      ""pattern"": ""Decorator"",
      ""confidence"": 90,
      ""adherence"": 85,
      ""reason"": ""The class TIntByteHashMapDecorator wraps an instance of TIntByteHashMap to conform to the java.util.Map API, providing additional functionality while maintaining the original object's interface.""
    }
  ]
}
```",2.324989
PMART-Xerces-DOMEntityResolverWrapper.java,decorator,gpt-4o-mini,None,0,0,No pattern detected or parse error,"```json
{
  ""design_patterns"": []
}
```",1.273659
PMART-PMARt-StorageFeedWrapper.java,decorator,gpt-4o-mini,None,0,0,No pattern detected or parse error,"```json
{
  ""design_patterns"": []
}
```",1.121796
PMART-ArgoUML-UndoUmlHelperDecorator.java,decorator,gpt-4o-mini,Decorator,90,85,"The class 'UndoUmlHelperDecorator' extends 'AbstractUmlHelperDecorator' and takes a component of type 'UmlHelper' in its constructor, which is characteristic of the Decorator design pattern. It allows for adding new functionality to the 'UmlHelper' object dynamically.","```json
{
  ""design_patterns"": [{
    ""pattern"": ""Decorator"",
    ""confidence"": 90,
    ""adherence"": 85,
    ""reason"": ""The class 'UndoUmlHelperDecorator' extends 'AbstractUmlHelperDecorator' and takes a component of type 'UmlHelper' in its constructor, which is characteristic of the Decorator design pattern. It allows for adding new functionality to the 'UmlHelper' object dynamically.""
  }]
}
```",2.144864
PMART-Azureus-HashWrapper.java,decorator,gpt-4o-mini,None,0,0,No pattern detected or parse error,"```json
{
  ""design_patterns"": []
}
```",0.861273
PMART-PMARt-OutputWrapper.java,decorator,gpt-4o-mini,None,0,0,No pattern detected or parse error,"```json
{
  ""design_patterns"": []
}
```",5.396225
